input_order,source_prediction_index,numbering_index,target_id,standard_structure_id,original_structure_id,original_filename,source_path,input_pdb_path,source_af2_path,source_af2_match,plddt_filter_scope_requested,plddt_filter_scope_applied,plddt_filter_pdb_path,plddt_source_status,standardized_pdb_path,rank,model,seed,n_atoms,n_residues,global_mean_plddt,global_median_plddt,global_p10_plddt,global_min_plddt,global_max_plddt,input_n_atoms,input_n_residues,input_global_mean_plddt,input_global_median_plddt,input_global_p10_plddt,input_global_min_plddt,input_global_max_plddt,source_n_atoms,source_n_residues,source_global_mean_plddt,source_global_median_plddt,source_global_p10_plddt,source_global_min_plddt,source_global_max_plddt,global_plddt_threshold,pass_global_plddt,status,error_message
11,,11,GAC,GAC_AF2_0011,GAC.AF2rank11,GAC.AF2rank11.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank11.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank11.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.10.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.10.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0011.pdb,,,,2315,302,94.08046357615895,96.62,88.769,52.72,98.88,2315,302,94.08046357615895,96.62,88.769,52.72,98.88,2315,302,94.08046357615895,96.62,88.769,52.72,98.88,75.0,True,ok,
12,,12,GAC,GAC_AF2_0012,GAC.AF2rank12,GAC.AF2rank12.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank12.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank12.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.11.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.11.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0012.pdb,,,,2315,302,94.18394039735101,96.22,89.446,48.66,98.88,2315,302,94.18394039735101,96.22,89.446,48.66,98.88,2315,302,94.18394039735101,96.22,89.446,48.66,98.88,75.0,True,ok,
13,,13,GAC,GAC_AF2_0013,GAC.AF2rank13,GAC.AF2rank13.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank13.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank13.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.12.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.12.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0013.pdb,,,,2315,302,94.43701986754965,96.94,89.946,58.66,98.88,2315,302,94.43701986754965,96.94,89.946,58.66,98.88,2315,302,94.43701986754965,96.94,89.946,58.66,98.88,75.0,True,ok,
14,,14,GAC,GAC_AF2_0014,GAC.AF2rank14,GAC.AF2rank14.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank14.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank14.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.13.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.13.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0014.pdb,,,,2315,302,94.6458940397351,96.81,90.32300000000001,56.34,98.88,2315,302,94.6458940397351,96.81,90.32300000000001,56.34,98.88,2315,302,94.6458940397351,96.81,90.32300000000001,56.34,98.88,75.0,True,ok,
15,,15,GAC,GAC_AF2_0015,GAC.AF2rank15,GAC.AF2rank15.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank15.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank15.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.14.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.14.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0015.pdb,,,,2315,302,94.00238410596027,96.19,88.348,58.53,98.88,2315,302,94.00238410596027,96.19,88.348,58.53,98.88,2315,302,94.00238410596027,96.19,88.348,58.53,98.88,75.0,True,ok,
16,,16,GAC,GAC_AF2_0016,GAC.AF2rank16,GAC.AF2rank16.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank16.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank16.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.15.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.15.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0016.pdb,,,,2315,302,94.68046357615894,97.06,89.83500000000001,57.16,98.94,2315,302,94.68046357615894,97.06,89.83500000000001,57.16,98.94,2315,302,94.68046357615894,97.06,89.83500000000001,57.16,98.94,75.0,True,ok,
17,,17,GAC,GAC_AF2_0017,GAC.AF2rank17,GAC.AF2rank17.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank17.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank17.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.16.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.16.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0017.pdb,,,,2315,302,94.17950331125827,96.31,88.965,56.25,98.88,2315,302,94.17950331125827,96.31,88.965,56.25,98.88,2315,302,94.17950331125827,96.31,88.965,56.25,98.88,75.0,True,ok,
18,,18,GAC,GAC_AF2_0018,GAC.AF2rank18,GAC.AF2rank18.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank18.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank18.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.17.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.17.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0018.pdb,,,,2315,302,94.40956953642385,96.81,89.263,55.69,98.88,2315,302,94.40956953642385,96.81,89.263,55.69,98.88,2315,302,94.40956953642385,96.81,89.263,55.69,98.88,75.0,True,ok,
19,,19,GAC,GAC_AF2_0019,GAC.AF2rank19,GAC.AF2rank19.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank19.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank19.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.18.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.18.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0019.pdb,,,,2315,302,94.41006622516556,96.845,89.88,53.19,98.88,2315,302,94.41006622516556,96.845,89.88,53.19,98.88,2315,302,94.41006622516556,96.845,89.88,53.19,98.88,75.0,True,ok,
20,,20,GAC,GAC_AF2_0020,GAC.AF2rank20,GAC.AF2rank20.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank20.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank20.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.19.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.19.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0020.pdb,,,,2315,302,94.19745033112582,96.94,89.44,51.31,98.94,2315,302,94.19745033112582,96.94,89.44,51.31,98.94,2315,302,94.19745033112582,96.94,89.44,51.31,98.94,75.0,True,ok,
21,,21,GAC,GAC_AF2_0021,GAC.AF2rank21,GAC.AF2rank21.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank21.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank21.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.20.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.20.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0021.pdb,,,,2315,302,94.90456953642384,96.91,90.62700000000001,59.78,98.88,2315,302,94.90456953642384,96.91,90.62700000000001,59.78,98.88,2315,302,94.90456953642384,96.91,90.62700000000001,59.78,98.88,75.0,True,ok,
22,,22,GAC,GAC_AF2_0022,GAC.AF2rank22,GAC.AF2rank22.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank22.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank22.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.21.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.21.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0022.pdb,,,,2315,302,93.92317880794702,96.47,88.215,53.53,98.88,2315,302,93.92317880794702,96.47,88.215,53.53,98.88,2315,302,93.92317880794702,96.47,88.215,53.53,98.88,75.0,True,ok,
23,,23,GAC,GAC_AF2_0023,GAC.AF2rank23,GAC.AF2rank23.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank23.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank23.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.22.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.22.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0023.pdb,,,,2315,302,94.50860927152317,97.03,90.196,54.69,98.88,2315,302,94.50860927152317,97.03,90.196,54.69,98.88,2315,302,94.50860927152317,97.03,90.196,54.69,98.88,75.0,True,ok,
24,,24,GAC,GAC_AF2_0024,GAC.AF2rank24,GAC.AF2rank24.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank24.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank24.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.23.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.23.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0024.pdb,,,,2315,302,94.44927152317881,96.53,89.423,51.0,98.88,2315,302,94.44927152317881,96.53,89.423,51.0,98.88,2315,302,94.44927152317881,96.53,89.423,51.0,98.88,75.0,True,ok,
25,,25,GAC,GAC_AF2_0025,GAC.AF2rank25,GAC.AF2rank25.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank25.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank25.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.24.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.24.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0025.pdb,,,,2315,302,94.46456953642382,96.88,89.08500000000001,53.81,98.88,2315,302,94.46456953642382,96.88,89.08500000000001,53.81,98.88,2315,302,94.46456953642382,96.88,89.08500000000001,53.81,98.88,75.0,True,ok,
26,,26,GAC,GAC_AF2_0026,GAC.AF2rank26,GAC.AF2rank26.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank26.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank26.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.25.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.25.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0026.pdb,,,,2315,302,94.31824503311259,96.655,89.275,54.94,98.88,2315,302,94.31824503311259,96.655,89.275,54.94,98.88,2315,302,94.31824503311259,96.655,89.275,54.94,98.88,75.0,True,ok,
27,,27,GAC,GAC_AF2_0027,GAC.AF2rank27,GAC.AF2rank27.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank27.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank27.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.26.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.26.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0027.pdb,,,,2315,302,94.08615894039735,96.185,88.99,53.97,98.62,2315,302,94.08615894039735,96.185,88.99,53.97,98.62,2315,302,94.08615894039735,96.185,88.99,53.97,98.62,75.0,True,ok,
28,,28,GAC,GAC_AF2_0028,GAC.AF2rank28,GAC.AF2rank28.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank28.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank28.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.27.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.27.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0028.pdb,,,,2315,302,94.49864238410596,96.88,90.019,55.0,98.88,2315,302,94.49864238410596,96.88,90.019,55.0,98.88,2315,302,94.49864238410596,96.88,90.019,55.0,98.88,75.0,True,ok,
29,,29,GAC,GAC_AF2_0029,GAC.AF2rank29,GAC.AF2rank29.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank29.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank29.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.28.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.28.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0029.pdb,,,,2315,302,94.11867549668874,96.53,89.32900000000001,50.5,98.88,2315,302,94.11867549668874,96.53,89.32900000000001,50.5,98.88,2315,302,94.11867549668874,96.53,89.32900000000001,50.5,98.88,75.0,True,ok,
30,,30,GAC,GAC_AF2_0030,GAC.AF2rank30,GAC.AF2rank30.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank30.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank30.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.29.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.29.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0030.pdb,,,,2315,302,94.95543046357616,97.22,90.512,58.09,98.88,2315,302,94.95543046357616,97.22,90.512,58.09,98.88,2315,302,94.95543046357616,97.22,90.512,58.09,98.88,75.0,True,ok,
31,,31,GAC,GAC_AF2_0031,GAC.AF2rank31,GAC.AF2rank31.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank31.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank31.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.30.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.30.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0031.pdb,,,,2315,302,94.36423841059603,96.12,90.256,64.81,98.75,2315,302,94.36423841059603,96.12,90.256,64.81,98.75,2315,302,94.36423841059603,96.12,90.256,64.81,98.75,75.0,True,ok,
32,,32,GAC,GAC_AF2_0032,GAC.AF2rank32,GAC.AF2rank32.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank32.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2_new/GAC.AF2rank32.pdb,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.31.pdb,manifest_exact,source_if_available,source,/home/wms/AF2-test/AF2-CatGraph-test5/data/GAC/01_af2/5D3O.31.pdb,manifest_exact,results/GAC/01_af2_prepare/pdb/standardized/GAC_AF2_0032.pdb,,,,2315,302,94.18261589403974,96.28,88.709,59.28,98.75,2315,302,94.18261589403974,96.28,88.709,59.28,98.75,2315,302,94.18261589403974,96.28,88.709,59.28,98.75,75.0,True,ok,
