input_order,standard_structure_id,output_complex_basename,output_pdb_code,output_rank_token,source_pdb_basename,source_pdb_stem,source_pdb,complex_pdb_path,template_protein_pdb_path,ligand_pdb_path,ligand_order_manifest_path,active_ligand_pdb_order,input_ligand_resname_order,ligand_input_branch,ligand_pdb_count,n_ligand_atoms,workflow_profile,docking_alignment_mode,legacy_compatible,compatibility_reason,matched_ca_count,sequence_identity,alignment_coverage,alignment_rmsd,status,error_message,protein_atom_count,ligand_atom_count,clash_count,clash_score,min_distance,min_clash_distance,clash_max,pass_clash,weighted_direction,clash_method,neighbor_search_cutoff
12,PTP1B_12,PTP1B_12_complex.pdb,PTP1B,12,PTP1B.AF2rank12.pdb,PTP1B.AF2rank12,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank12.pdb,results/PTP1B/02_template_guided_docking/complexes/PTP1B_12_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,results/PTP1B/02_template_guided_docking/tables/PTP1B_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,LIG,untrimmed_input,1,17,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,299,1.0,1.0,,passed,,2442,17,3,0.6925065679904958,2.1697543899611227,2.1697543899611227,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
13,PTP1B_13,PTP1B_13_complex.pdb,PTP1B,13,PTP1B.AF2rank13.pdb,PTP1B.AF2rank13,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank13.pdb,results/PTP1B/02_template_guided_docking/complexes/PTP1B_13_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,results/PTP1B/02_template_guided_docking/tables/PTP1B_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,LIG,untrimmed_input,1,17,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,299,1.0,1.0,,passed,,2442,17,3,0.7942951098130857,2.1176017774801053,2.1176017774801053,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
14,PTP1B_14,PTP1B_14_complex.pdb,PTP1B,14,PTP1B.AF2rank14.pdb,PTP1B.AF2rank14,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank14.pdb,results/PTP1B/02_template_guided_docking/complexes/PTP1B_14_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,results/PTP1B/02_template_guided_docking/tables/PTP1B_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,LIG,untrimmed_input,1,17,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,299,1.0,1.0,,passed,,2442,17,7,2.027913082628586,2.0742945748246076,2.0742945748246076,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
15,PTP1B_15,PTP1B_15_complex.pdb,PTP1B,15,PTP1B.AF2rank15.pdb,PTP1B.AF2rank15,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank15.pdb,results/PTP1B/02_template_guided_docking/complexes/PTP1B_15_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,results/PTP1B/02_template_guided_docking/tables/PTP1B_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,LIG,untrimmed_input,1,17,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,299,1.0,1.0,,passed,,2442,17,5,0.8941603888095391,2.2023670207656054,2.2023670207656054,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
16,PTP1B_16,PTP1B_16_complex.pdb,PTP1B,16,PTP1B.AF2rank16.pdb,PTP1B.AF2rank16,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank16.pdb,results/PTP1B/02_template_guided_docking/complexes/PTP1B_16_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,results/PTP1B/02_template_guided_docking/tables/PTP1B_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,LIG,untrimmed_input,1,17,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,299,1.0,1.0,,passed,,2442,17,4,1.0336310909846378,2.225500966283873,2.225500966283873,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
17,PTP1B_17,PTP1B_17_complex.pdb,PTP1B,17,PTP1B.AF2rank17.pdb,PTP1B.AF2rank17,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank17.pdb,results/PTP1B/02_template_guided_docking/complexes/PTP1B_17_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,results/PTP1B/02_template_guided_docking/tables/PTP1B_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,LIG,untrimmed_input,1,17,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,299,1.0,1.0,,passed,,2442,17,9,1.9032895202010782,2.2583227434169735,2.2583227434169735,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
18,PTP1B_18,PTP1B_18_complex.pdb,PTP1B,18,PTP1B.AF2rank18.pdb,PTP1B.AF2rank18,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank18.pdb,results/PTP1B/02_template_guided_docking/complexes/PTP1B_18_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,results/PTP1B/02_template_guided_docking/tables/PTP1B_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,LIG,untrimmed_input,1,17,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,299,1.0,1.0,,passed,,2442,17,9,2.275647726037931,2.0121752422189054,2.0121752422189054,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
19,PTP1B_19,PTP1B_19_complex.pdb,PTP1B,19,PTP1B.AF2rank19.pdb,PTP1B.AF2rank19,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank19.pdb,results/PTP1B/02_template_guided_docking/complexes/PTP1B_19_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,results/PTP1B/02_template_guided_docking/tables/PTP1B_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,LIG,untrimmed_input,1,17,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,299,1.0,1.0,,passed,,2442,17,6,2.1020641705267495,2.10096788463725,2.10096788463725,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
20,PTP1B_20,PTP1B_20_complex.pdb,PTP1B,20,PTP1B.AF2rank20.pdb,PTP1B.AF2rank20,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank20.pdb,results/PTP1B/02_template_guided_docking/complexes/PTP1B_20_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,results/PTP1B/02_template_guided_docking/tables/PTP1B_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,LIG,untrimmed_input,1,17,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,299,1.0,1.0,,passed,,2442,17,5,0.9938029821434937,2.141881385293775,2.141881385293775,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
21,PTP1B_21,PTP1B_21_complex.pdb,PTP1B,21,PTP1B.AF2rank21.pdb,PTP1B.AF2rank21,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank21.pdb,results/PTP1B/02_template_guided_docking/complexes/PTP1B_21_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,results/PTP1B/02_template_guided_docking/tables/PTP1B_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,LIG,untrimmed_input,1,17,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,299,1.0,1.0,,passed,,2442,17,6,1.768989165473008,2.1541280311320694,2.1541280311320694,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
22,PTP1B_22,PTP1B_22_complex.pdb,PTP1B,22,PTP1B.AF2rank22.pdb,PTP1B.AF2rank22,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank22.pdb,results/PTP1B/02_template_guided_docking/complexes/PTP1B_22_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,results/PTP1B/02_template_guided_docking/tables/PTP1B_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,LIG,untrimmed_input,1,17,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,299,1.0,1.0,,passed,,2442,17,4,1.2788033969069854,2.1694480242529384,2.1694480242529384,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
23,PTP1B_23,PTP1B_23_complex.pdb,PTP1B,23,PTP1B.AF2rank23.pdb,PTP1B.AF2rank23,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank23.pdb,results/PTP1B/02_template_guided_docking/complexes/PTP1B_23_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,results/PTP1B/02_template_guided_docking/tables/PTP1B_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,LIG,untrimmed_input,1,17,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,299,1.0,1.0,,passed,,2442,17,7,1.6574944814836927,2.0926894943856666,2.0926894943856666,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
24,PTP1B_24,PTP1B_24_complex.pdb,PTP1B,24,PTP1B.AF2rank24.pdb,PTP1B.AF2rank24,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank24.pdb,results/PTP1B/02_template_guided_docking/complexes/PTP1B_24_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,results/PTP1B/02_template_guided_docking/tables/PTP1B_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,LIG,untrimmed_input,1,17,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,299,1.0,1.0,,passed,,2442,17,3,1.1689759340540746,2.2457981914415726,2.2457981914415726,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
25,PTP1B_25,PTP1B_25_complex.pdb,PTP1B,25,PTP1B.AF2rank25.pdb,PTP1B.AF2rank25,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank25.pdb,results/PTP1B/02_template_guided_docking/complexes/PTP1B_25_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,results/PTP1B/02_template_guided_docking/tables/PTP1B_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,LIG,untrimmed_input,1,17,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,299,1.0,1.0,,passed,,2442,17,6,1.3863866134487384,2.203272621747832,2.203272621747832,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
26,PTP1B_26,PTP1B_26_complex.pdb,PTP1B,26,PTP1B.AF2rank26.pdb,PTP1B.AF2rank26,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank26.pdb,results/PTP1B/02_template_guided_docking/complexes/PTP1B_26_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,results/PTP1B/02_template_guided_docking/tables/PTP1B_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,LIG,untrimmed_input,1,17,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,299,1.0,1.0,,passed,,2442,17,8,1.1666051393566637,2.3060264949410034,2.3060264949410034,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
27,PTP1B_27,PTP1B_27_complex.pdb,PTP1B,27,PTP1B.AF2rank27.pdb,PTP1B.AF2rank27,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank27.pdb,results/PTP1B/02_template_guided_docking/complexes/PTP1B_27_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,results/PTP1B/02_template_guided_docking/tables/PTP1B_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,LIG,untrimmed_input,1,17,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,299,1.0,1.0,,passed,,2442,17,7,1.9201921873644276,2.118979254008653,2.118979254008653,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
28,PTP1B_28,PTP1B_28_complex.pdb,PTP1B,28,PTP1B.AF2rank28.pdb,PTP1B.AF2rank28,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank28.pdb,results/PTP1B/02_template_guided_docking/complexes/PTP1B_28_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,results/PTP1B/02_template_guided_docking/tables/PTP1B_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,LIG,untrimmed_input,1,17,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,299,1.0,1.0,,passed,,2442,17,4,1.2348023809550637,2.1276611808532424,2.1276611808532424,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
29,PTP1B_29,PTP1B_29_complex.pdb,PTP1B,29,PTP1B.AF2rank29.pdb,PTP1B.AF2rank29,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank29.pdb,results/PTP1B/02_template_guided_docking/complexes/PTP1B_29_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,results/PTP1B/02_template_guided_docking/tables/PTP1B_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,LIG,untrimmed_input,1,17,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,299,1.0,1.0,,passed,,2442,17,7,1.3861509499760882,2.2702137559246442,2.2702137559246442,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
30,PTP1B_30,PTP1B_30_complex.pdb,PTP1B,30,PTP1B.AF2rank30.pdb,PTP1B.AF2rank30,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/01_af2_new/PTP1B.AF2rank30.pdb,results/PTP1B/02_template_guided_docking/complexes/PTP1B_30_complex.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/template.pdb,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,results/PTP1B/02_template_guided_docking/tables/PTP1B_step02_ligand_order_manifest.csv,/home/wms/AF2-test/AF2-CatGraph/data/PTP1B/02_templates/ligand.pdb,LIG,untrimmed_input,1,17,standard,dock_py_exact,True,single_chain_same_length_same_ordered_sequence,299,1.0,1.0,,passed,,2442,17,6,2.4880935879863926,2.0815599296808154,2.0815599296808154,10,True,"(0.0, 0.0, 0.0)",collision_py_exact,5.0
